0.0000	10000.0000
0.0417	9980.0000
0.0625	9980.0000
0.3125	9980.0000
0.3333	9980.0000
0.3750	9980.0000
0.7083	9980.0000
0.7083	9980.0000
0.9583	9980.0000
0.9791	9980.0000
1.0208	9980.0000
1.3542	9980.0000
1.6875	9980.0000
1.6875	9980.0000
1.7083	9980.0000
1.9583	9980.0000
1.9791	9980.0000
2.0208	9980.0000
2.3541	9980.0000
2.3541	9980.0000
2.6041	9980.0000
2.6249	9980.0000
2.6666	9980.0000
3.0000	9980.0000
3.3333	9980.0000
3.3333	9980.0000
3.3541	9980.0000
3.6041	9980.0000
3.6249	9980.0000
3.7499	9980.0000
3.7707	9980.0000
3.8540	9980.0000
4.1873	9980.0000
4.1873	9980.0000
4.1873	9980.0000
4.2290	9960.0000
4.2498	9960.0000
4.4998	9960.0000
4.5206	9960.0000
4.5623	9960.0000
4.8956	9960.0000
4.8956	9960.0000
5.1456	9960.0000
5.1664	9960.0000
5.2081	9960.0000
5.5415	9960.0000
5.8748	9960.0000
5.8748	9960.0000
5.8956	9960.0000
6.1456	9960.0000
6.1664	9960.0000
6.2914	9960.0000
6.3122	9960.0000
6.3955	9960.0000
6.7288	9960.0000
6.7288	9960.0000
6.7288	9960.0000
6.7705	9940.0000
6.7913	9940.0000
7.0413	9940.0000
7.0621	9940.0000
7.1038	9940.0000
7.4372	9940.0000
7.4372	9940.0000
7.6872	9940.0000
7.7080	9940.0000
7.7497	9940.0000
8.0830	9940.0000
8.4163	9940.0000
8.4163	9940.0000
8.4371	9940.0000
8.6871	9940.0000
8.7079	9940.0000
8.7496	9940.0000
9.0830	9940.0000
9.0830	9940.0000
9.3330	9940.0000
9.3538	9940.0000
9.3955	9940.0000
9.7288	9940.0000
10.0621	9940.0000
10.0621	9940.0000
10.0829	9940.0000
10.3329	9940.0000
10.3537	9940.0000
10.4787	9940.0000
10.4995	9940.0000
10.5828	9940.0000
10.9161	9940.0000
10.9161	9940.0000
