0.0000	0.0000
0.0417	20.0000
0.0625	20.0000
0.3125	19.5097
0.3333	19.5097
0.3750	19.5097
0.7083	19.5097
0.7083	19.5097
0.9583	19.5097
0.9791	19.5097
1.0208	19.5097
1.3542	20.0000
1.6875	20.0000
1.6875	20.0000
1.7083	20.0000
1.9583	19.8817
1.9791	19.8817
2.0208	19.8817
2.3541	19.8817
2.3541	19.8817
2.6041	19.8817
2.6249	19.8817
2.6666	19.8817
3.0000	20.0000
3.3333	20.0000
3.3333	20.0000
3.3541	20.0000
3.6041	19.7374
3.6249	19.7374
3.7499	19.7374
3.7707	19.7374
3.8540	19.7374
4.1873	19.7374
4.1873	19.7374
4.1873	0.0000
4.2290	20.0000
4.2498	20.0000
4.4998	19.9798
4.5206	19.9798
4.5623	19.9798
4.8956	19.9798
4.8956	19.9798
5.1456	19.9798
5.1664	19.9798
5.2081	19.9798
5.5415	20.2626
5.8748	20.2626
5.8748	20.2626
5.8956	20.2626
6.1456	20.2425
6.1664	20.2425
6.2914	20.2425
6.3122	20.2425
6.3955	20.2425
6.7288	20.2425
6.7288	20.2425
6.7288	0.0000
6.7705	20.0000
6.7913	20.0000
7.0413	19.5257
7.0621	19.5257
7.1038	19.5257
7.4372	19.5257
7.4372	19.5257
7.6872	19.5257
7.7080	19.5257
7.7497	19.5257
8.0830	20.0201
8.4163	20.0201
8.4163	20.0201
8.4371	20.0201
8.6871	19.9663
8.7079	19.9663
8.7496	19.9663
9.0830	19.9663
9.0830	19.9663
9.3330	19.9663
9.3538	19.9663
9.3955	19.9663
9.7288	20.0201
10.0621	20.0201
10.0621	20.0201
10.0829	20.0201
10.3329	19.6090
10.3537	19.6090
10.4787	19.6090
10.4995	19.6090
10.5828	19.6090
10.9161	19.6090
10.9161	19.6090
