0.0000	0.0000	0.1500
0.0417	0.0000	0.1500
0.0625	0.0000	0.1500
0.3125	0.0000	0.1500
0.3333	0.0000	0.1500
0.3750	0.0000	0.1500
0.7083	0.0000	0.1500
0.7083	0.2811	0.1500
0.9583	0.0000	0.1500
0.9791	0.0000	0.1500
1.0208	0.0000	0.1500
1.3542	0.0000	0.1500
1.6875	0.0000	0.1500
1.6875	0.0132	0.1500
1.7083	0.0000	0.1500
1.9583	0.0000	0.1500
1.9791	0.0000	0.1500
2.0208	0.0000	0.1500
2.3541	0.0000	0.1500
2.3541	0.0794	0.1500
2.6041	0.0000	0.1500
2.6249	0.0000	0.1500
2.6666	0.0000	0.1500
3.0000	0.0000	0.1500
3.3333	0.0000	0.1500
3.3333	0.1095	0.1500
3.3541	0.0000	0.1500
3.6041	0.0000	0.1500
3.6249	0.0000	0.1500
3.7499	0.0000	0.1500
3.7707	0.0000	0.1500
3.8540	0.0000	0.1500
4.1873	0.0000	0.1500
4.1873	0.1590	0.1500
4.1873	0.0000	0.1500
4.2290	0.0000	0.1500
4.2498	0.0000	0.1500
4.4998	0.0000	0.1500
4.5206	0.0000	0.1500
4.5623	0.0000	0.1500
4.8956	0.0000	0.1500
4.8956	0.1901	0.1500
5.1456	0.0000	0.1500
5.1664	0.0000	0.1500
5.2081	0.0000	0.1500
5.5415	0.0000	0.1500
5.8748	0.0000	0.1500
5.8748	0.0399	0.1500
5.8956	0.0000	0.1500
6.1456	0.0000	0.1500
6.1664	0.0000	0.1500
6.2914	0.0000	0.1500
6.3122	0.0000	0.1500
6.3955	0.0000	0.1500
6.7288	0.0000	0.1500
6.7288	0.0129	0.1500
6.7288	0.0000	0.1500
6.7705	0.0000	0.1500
6.7913	0.0000	0.1500
7.0413	0.0000	0.1500
7.0621	0.0000	0.1500
7.1038	0.0000	0.1500
7.4372	0.0000	0.1500
7.4372	0.1962	0.1500
7.6872	0.0000	0.1500
7.7080	0.0000	0.1500
7.7497	0.0000	0.1500
8.0830	0.0000	0.1500
8.4163	0.0000	0.1500
8.4163	0.3000	0.1500
8.4371	0.0000	0.1500
8.6871	0.0000	0.1500
8.7079	0.0000	0.1500
8.7496	0.0000	0.1500
9.0830	0.0000	0.1500
9.0830	0.1662	0.1500
9.3330	0.0000	0.1500
9.3538	0.0000	0.1500
9.3955	0.0000	0.1500
9.7288	0.0000	0.1500
10.0621	0.0000	0.1500
10.0621	0.1741	0.1500
10.0829	0.0000	0.1500
10.3329	0.0000	0.1500
10.3537	0.0000	0.1500
10.4787	0.0000	0.1500
10.4995	0.0000	0.1500
10.5828	0.0000	0.1500
10.9161	0.0000	0.1500
10.9161	0.0068	0.1500
