1	0	0.1500	0.0000	0.0000
1	0	0.1500	0.0000	0.0417
1	0	0.1500	0.0000	0.0625
1	0	0.1500	0.0000	0.3125
1	0	0.1500	0.0000	0.3333
1	0	0.1500	0.0000	0.3750
1	0	0.1500	0.0000	0.7083
1	1	0.1500	0.2811	0.7083
1	1	0.1500	0.2811	0.9583
1	1	0.1500	0.2811	0.9791
1	1	0.1500	0.2811	1.0208
1	1	0.1500	0.2811	1.3542
1	1	0.1500	0.2811	1.6875
1	1	0.1500	0.0132	1.6875
1	1	0.1500	0.0132	1.7083
1	1	0.1500	0.0132	1.9583
1	1	0.1500	0.0132	1.9791
1	1	0.1500	0.0132	2.0208
1	1	0.1500	0.0132	2.3541
1	1	0.1500	0.0794	2.3541
1	1	0.1500	0.0794	2.6041
1	1	0.1500	0.0794	2.6249
1	1	0.1500	0.0794	2.6666
1	1	0.1500	0.0794	3.0000
1	1	0.1500	0.0794	3.3333
1	1	0.1500	0.1095	3.3333
1	1	0.1500	0.1095	3.3541
1	1	0.1500	0.1095	3.6041
1	1	0.1500	0.1095	3.6249
1	1	0.1500	0.1095	3.7499
1	1	0.1500	0.1095	3.7707
1	1	0.1500	0.1095	3.8540
1	1	0.1500	0.1095	4.1873
1	2	0.1500	0.1590	4.1873
2	2	0.1500	0.1590	4.1873
2	2	0.1500	0.1590	4.2290
2	2	0.1500	0.1590	4.2498
2	2	0.1500	0.1590	4.4998
2	2	0.1500	0.1590	4.5206
2	2	0.1500	0.1590	4.5623
2	2	0.1500	0.1590	4.8956
2	3	0.1500	0.1901	4.8956
2	3	0.1500	0.1901	5.1456
2	3	0.1500	0.1901	5.1664
2	3	0.1500	0.1901	5.2081
2	3	0.1500	0.1901	5.5415
2	3	0.1500	0.1901	5.8748
2	3	0.1500	0.0399	5.8748
2	3	0.1500	0.0399	5.8956
2	3	0.1500	0.0399	6.1456
2	3	0.1500	0.0399	6.1664
2	3	0.1500	0.0399	6.2914
2	3	0.1500	0.0399	6.3122
2	3	0.1500	0.0399	6.3955
2	3	0.1500	0.0399	6.7288
2	3	0.1500	0.0129	6.7288
3	3	0.1500	0.0129	6.7288
3	3	0.1500	0.0129	6.7705
3	3	0.1500	0.0129	6.7913
3	3	0.1500	0.0129	7.0413
3	3	0.1500	0.0129	7.0621
3	3	0.1500	0.0129	7.1038
3	3	0.1500	0.0129	7.4372
3	4	0.1500	0.1962	7.4372
3	4	0.1500	0.1962	7.6872
3	4	0.1500	0.1962	7.7080
3	4	0.1500	0.1962	7.7497
3	4	0.1500	0.1962	8.0830
3	4	0.1500	0.1962	8.4163
3	5	0.1500	0.3000	8.4163
3	5	0.1500	0.3000	8.4371
3	5	0.1500	0.3000	8.6871
3	5	0.1500	0.3000	8.7079
3	5	0.1500	0.3000	8.7496
3	5	0.1500	0.3000	9.0830
3	6	0.1500	0.1662	9.0830
3	6	0.1500	0.1662	9.3330
3	6	0.1500	0.1662	9.3538
3	6	0.1500	0.1662	9.3955
3	6	0.1500	0.1662	9.7288
3	6	0.1500	0.1662	10.0621
3	7	0.1500	0.1741	10.0621
3	7	0.1500	0.1741	10.0829
3	7	0.1500	0.1741	10.3329
3	7	0.1500	0.1741	10.3537
3	7	0.1500	0.1741	10.4787
3	7	0.1500	0.1741	10.4995
3	7	0.1500	0.1741	10.5828
3	7	0.1500	0.1741	10.9161
3	7	0.1500	0.0068	10.9161
