0.0000	1
0.0417	1
0.0625	1
0.3125	1
0.3333	1
0.3750	1
0.7083	1
0.7083	1
0.9583	1
0.9791	1
1.0208	1
1.3542	1
1.6875	1
1.6875	1
1.7083	1
1.9583	1
1.9791	1
2.0208	1
2.3541	1
2.3541	1
2.6041	1
2.6249	1
2.6666	1
3.0000	1
3.3333	1
3.3333	1
3.3541	1
3.6041	1
3.6249	1
3.7499	1
3.7707	1
3.8540	1
4.1873	1
4.1873	1
4.1873	2
4.2290	2
4.2498	2
4.4998	2
4.5206	2
4.5623	2
4.8956	2
4.8956	2
5.1456	2
5.1664	2
5.2081	2
5.5415	2
5.8748	2
5.8748	2
5.8956	2
6.1456	2
6.1664	2
6.2914	2
6.3122	2
6.3955	2
6.7288	2
6.7288	2
6.7288	3
6.7705	3
6.7913	3
7.0413	3
7.0621	3
7.1038	3
7.4372	3
7.4372	3
7.6872	3
7.7080	3
7.7497	3
8.0830	3
8.4163	3
8.4163	3
8.4371	3
8.6871	3
8.7079	3
8.7496	3
9.0830	3
9.0830	3
9.3330	3
9.3538	3
9.3955	3
9.7288	3
10.0621	3
10.0621	3
10.0829	3
10.3329	3
10.3537	3
10.4787	3
10.4995	3
10.5828	3
10.9161	3
10.9161	3
